Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,State,Region,Product ID,Product Name,Category,Sub-Category,Sales,Quantity,Discount,Profit,Year,Month,Month Name
Row ID 799,CA-2023-100799,2024-10-20,2024-10-26,Standard Class,CG-67477,Customer_CG-67477,Corporate,Oregon,West,FUR-BIN-62354,GBC Standard Thermabind,Office Supplies,Binders,104.12,9,0.5,11.9,2024,10,Oct
Row ID 800,CA-2023-100800,2024-08-26,2024-08-29,Standard Class,CG-32145,Customer_CG-32145,Corporate,Tennessee,South,FUR-CHA-37536,Bretford CR4500 Chair,Furniture,Chairs,2181.01,5,0.0,408.88,2024,8,Aug
Row ID 801,CA-2023-100801,2023-01-05,2023-01-07,First Class,CG-48704,Customer_CG-48704,Home Office,Tennessee,South,FUR-ENV-46083,Security Envelopes,Office Supplies,Envelopes,24.43,10,0.0,2.31,2023,1,Jan
Row ID 802,CA-2023-100802,2024-03-11,2024-03-13,First Class,CG-48170,Customer_CG-48170,Corporate,Massachusetts,East,FUR-MAC-67653,Hewlett-Packard Printer,Technology,Machines,3231.66,5,0.0,303.64,2024,3,Mar
Row ID 803,CA-2023-100803,2024-03-07,2024-03-13,Standard Class,CG-37742,Customer_CG-37742,Home Office,Illinois,Central,FUR-PHO-57731,Apple iPhone 6S Plus,Technology,Phones,4862.75,9,0.4,673.43,2024,3,Mar
Row ID 804,CA-2023-100804,2024-07-10,2024-07-11,First Class,CG-78594,Customer_CG-78594,Corporate,Alabama,South,FUR-ACC-73183,Fellowes Powershred,Technology,Accessories,134.14,3,0.4,-12.46,2024,7,Jul
Row ID 805,CA-2023-100805,2024-10-26,2024-10-28,Second Class,CG-39400,Customer_CG-39400,Consumer,Minnesota,Central,FUR-PHO-35813,Cisco SPA504G,Technology,Phones,899.56,6,0.0,271.66,2024,10,Oct
Row ID 806,CA-2023-100806,2023-07-14,2023-07-15,First Class,CG-97063,Customer_CG-97063,Consumer,Florida,South,FUR-LAB-82520,Avery 4014 Labels,Office Supplies,Labels,30.74,9,0.0,10.49,2023,7,Jul
Row ID 807,CA-2023-100807,2024-11-04,2024-11-08,Second Class,CG-43563,Customer_CG-43563,Home Office,Pennsylvania,East,FUR-FUR-15273,Eldon Shelf Organizer,Furniture,Furnishings,174.01,10,0.2,13.47,2024,11,Nov
Row ID 808,CA-2023-100808,2024-06-20,2024-06-23,Standard Class,CG-37227,Customer_CG-37227,Consumer,Massachusetts,East,FUR-COP-22880,Hewlett Packard LaserJet,Technology,Copiers,8091.65,9,0.0,1178.61,2024,6,Jun
Row ID 809,CA-2023-100809,2023-03-23,2023-03-26,Standard Class,CG-67920,Customer_CG-67920,Consumer,Georgia,South,FUR-CHA-73862,Global Leather Task Chair,Furniture,Chairs,1479.94,5,0.4,489.22,2023,3,Mar
Row ID 810,CA-2023-100810,2024-09-08,2024-09-08,Same Day,CG-10064,Customer_CG-10064,Corporate,Louisiana,South,FUR-PEN-33138,Avery Marks-A-Lot,Office Supplies,Pens,28.89,6,0.2,9.69,2024,9,Sep
Row ID 811,CA-2023-100811,2024-02-29,2024-03-01,First Class,CG-46082,Customer_CG-46082,Home Office,Michigan,Central,FUR-CHA-10854,Bretford CR4500 Chair,Furniture,Chairs,1805.46,6,0.5,267.02,2024,2,Feb
Row ID 812,CA-2023-100812,2024-07-01,2024-07-04,Standard Class,CG-68090,Customer_CG-68090,Corporate,Pennsylvania,East,FUR-CHA-50265,HON 5400 Series Task Chair,Furniture,Chairs,1286.4,9,0.5,-62.44,2024,7,Jul
Row ID 813,CA-2023-100813,2024-02-28,2024-02-29,First Class,CG-30498,Customer_CG-30498,Consumer,Georgia,South,FUR-CHA-77694,Bretford CR4500 Chair,Furniture,Chairs,2649.25,8,0.4,767.96,2024,2,Feb
Row ID 814,CA-2023-100814,2024-03-31,2024-04-02,First Class,CG-58600,Customer_CG-58600,Consumer,Ohio,Central,FUR-MAC-51333,Brother HL-2270DW Printer,Technology,Machines,1949.81,8,0.4,548.57,2024,3,Mar
Row ID 815,CA-2023-100815,2024-12-26,2024-12-28,First Class,CG-94645,Customer_CG-94645,Consumer,Tennessee,South,FUR-CHA-96776,HON 5400 Series Task Chair,Furniture,Chairs,995.94,5,0.3,56.87,2024,12,Dec
Row ID 816,CA-2023-100816,2023-10-21,2023-10-24,Second Class,CG-90944,Customer_CG-90944,Home Office,Tennessee,South,FUR-BOO-31026,Bush Somerset Collection Bookcase,Furniture,Bookcases,718.83,6,0.5,270.3,2023,10,Oct
Row ID 817,CA-2023-100817,2024-11-14,2024-11-18,Second Class,CG-46718,Customer_CG-46718,Home Office,Florida,South,FUR-BOO-54917,O'Sullivan Elevations Bookcase,Furniture,Bookcases,355.31,5,0.5,128.55,2024,11,Nov
Row ID 818,CA-2023-100818,2024-09-09,2024-09-10,First Class,CG-64234,Customer_CG-64234,Consumer,Massachusetts,East,FUR-ART-21535,ACCO Binder Clips,Office Supplies,Art,22.99,8,0.2,4.99,2024,9,Sep
Row ID 819,CA-2023-100819,2024-03-08,2024-03-09,First Class,CG-57347,Customer_CG-57347,Corporate,Pennsylvania,East,FUR-PEN-70398,BIC Biro Pens,Office Supplies,Pens,17.92,6,0.2,2.27,2024,3,Mar
Row ID 820,CA-2023-100820,2024-12-08,2024-12-08,Same Day,CG-61944,Customer_CG-61944,Corporate,Utah,West,FUR-TAB-84149,Bretford CR8500 Table,Furniture,Tables,6458.63,7,0.3,1853.89,2024,12,Dec
Row ID 821,CA-2023-100821,2023-08-16,2023-08-21,Standard Class,CG-19902,Customer_CG-19902,Home Office,Utah,West,FUR-CHA-21498,Global Leather Task Chair,Furniture,Chairs,5050.07,10,0.1,1391.66,2023,8,Aug
Row ID 822,CA-2023-100822,2023-01-31,2023-01-31,Same Day,CG-29949,Customer_CG-29949,Home Office,Texas,Central,FUR-TAB-79168,HON 5400 Series Table,Furniture,Tables,3689.18,7,0.4,691.24,2023,1,Jan
Row ID 823,CA-2023-100823,2024-12-25,2025-01-01,Standard Class,CG-39521,Customer_CG-39521,Corporate,Georgia,South,FUR-ART-98413,ACCO Binder Clips,Office Supplies,Art,21.88,6,0.1,6.15,2024,12,Dec
Row ID 824,CA-2023-100824,2023-05-23,2023-05-27,Second Class,CG-29435,Customer_CG-29435,Consumer,Illinois,Central,FUR-BOO-88895,O'Sullivan Elevations Bookcase,Furniture,Bookcases,108.95,1,0.3,36.65,2023,5,May
Row ID 825,CA-2023-100825,2024-01-31,2024-02-02,Second Class,CG-49705,Customer_CG-49705,Consumer,Tennessee,South,FUR-CHA-13577,Bretford CR4500 Chair,Furniture,Chairs,897.83,3,0.5,-34.52,2024,1,Jan
Row ID 826,CA-2023-100826,2023-12-13,2023-12-13,Same Day,CG-16450,Customer_CG-16450,Corporate,Alabama,South,FUR-CHA-87360,Bretford CR4500 Chair,Furniture,Chairs,870.63,2,0.0,175.88,2023,12,Dec
Row ID 827,CA-2023-100827,2023-05-19,2023-05-21,Second Class,CG-25775,Customer_CG-25775,Corporate,Ohio,Central,FUR-ART-21900,Sanford Pencils,Office Supplies,Art,81.56,9,0.2,16.53,2023,5,May
Row ID 828,CA-2023-100828,2023-09-21,2023-09-21,Same Day,CG-62469,Customer_CG-62469,Consumer,Ohio,Central,FUR-LAB-95459,Avery 4014 Labels,Office Supplies,Labels,13.38,5,0.0,3.28,2023,9,Sep
Row ID 829,CA-2023-100829,2023-11-28,2023-11-30,First Class,CG-15946,Customer_CG-15946,Consumer,Pennsylvania,East,FUR-PHO-77976,Samsung Galaxy S6,Technology,Phones,796.16,3,0.5,223.84,2023,11,Nov
Row ID 830,CA-2023-100830,2024-10-30,2024-11-01,First Class,CG-90944,Customer_CG-90944,Corporate,North Carolina,East,FUR-CHA-29841,Global Leather Task Chair,Furniture,Chairs,1362.28,3,0.0,389.57,2024,10,Oct
Row ID 831,CA-2023-100831,2024-12-01,2024-12-01,Same Day,CG-91960,Customer_CG-91960,Corporate,Minnesota,Central,FUR-BIN-53461,Cardinal Slant-D Binder,Office Supplies,Binders,16.18,1,0.0,4.38,2024,12,Dec
Row ID 832,CA-2023-100832,2024-08-06,2024-08-08,Second Class,CG-30731,Customer_CG-30731,Consumer,Oregon,West,FUR-BOO-18693,Sauder Classic Bookcase,Furniture,Bookcases,213.75,2,0.5,83.72,2024,8,Aug
Row ID 833,CA-2023-100833,2023-07-01,2023-07-02,First Class,CG-72422,Customer_CG-72422,Corporate,Illinois,Central,FUR-FAS-97612,Stanley Hardware,Office Supplies,Fasteners,16.06,2,0.1,1.41,2023,7,Jul
Row ID 834,CA-2023-100834,2023-07-23,2023-07-27,Standard Class,CG-22424,Customer_CG-22424,Home Office,Tennessee,South,FUR-PHO-39651,Samsung Galaxy S6,Technology,Phones,2167.15,5,0.2,322.01,2023,7,Jul
Row ID 835,CA-2023-100835,2023-09-15,2023-09-19,Second Class,CG-52984,Customer_CG-52984,Corporate,Illinois,Central,FUR-PHO-60466,Cisco SPA504G,Technology,Phones,167.65,1,0.0,9.1,2023,9,Sep
Row ID 836,CA-2023-100836,2023-03-23,2023-03-23,Same Day,CG-52274,Customer_CG-52274,Consumer,Alabama,South,FUR-ART-85654,ACCO Binder Clips,Office Supplies,Art,24.71,7,0.1,4.6,2023,3,Mar
Row ID 837,CA-2023-100837,2024-04-06,2024-04-07,First Class,CG-95912,Customer_CG-95912,Home Office,Ohio,Central,FUR-TAB-73878,HON 5400 Series Table,Furniture,Tables,6720.48,9,0.0,1682.83,2024,4,Apr
Row ID 838,CA-2023-100838,2024-01-16,2024-01-17,First Class,CG-65904,Customer_CG-65904,Home Office,Utah,West,FUR-BOO-69956,Bush Somerset Collection Bookcase,Furniture,Bookcases,298.54,2,0.2,26.24,2024,1,Jan
Row ID 839,CA-2023-100839,2024-01-11,2024-01-16,Standard Class,CG-76155,Customer_CG-76155,Consumer,Louisiana,South,FUR-CHA-39079,Global Leather Task Chair,Furniture,Chairs,295.5,1,0.3,61.37,2024,1,Jan
Row ID 840,CA-2023-100840,2024-07-29,2024-07-30,First Class,CG-80707,Customer_CG-80707,Consumer,Virginia,East,FUR-BOO-31710,O'Sullivan Elevations Bookcase,Furniture,Bookcases,1246.7,10,0.0,264.61,2024,7,Jul
Row ID 841,CA-2023-100841,2023-04-17,2023-04-23,Standard Class,CG-62543,Customer_CG-62543,Corporate,Louisiana,South,FUR-PEN-52194,Staple envelope,Office Supplies,Pens,18.29,3,0.2,0.92,2023,4,Apr
Row ID 842,CA-2023-100842,2024-04-18,2024-04-22,Second Class,CG-90362,Customer_CG-90362,Home Office,California,West,FUR-STO-73036,Eldon Jumbo Locking Slant,Office Supplies,Storage,65.69,3,0.1,10.99,2024,4,Apr
Row ID 843,CA-2023-100843,2024-07-21,2024-07-24,Second Class,CG-55928,Customer_CG-55928,Consumer,Virginia,East,FUR-FUR-86798,Eldon Shelf Organizer,Furniture,Furnishings,63.53,3,0.0,15.99,2024,7,Jul
Row ID 844,CA-2023-100844,2024-01-31,2024-02-01,First Class,CG-78713,Customer_CG-78713,Consumer,Georgia,South,FUR-COP-26366,Hewlett Packard LaserJet,Technology,Copiers,3851.05,9,0.5,-89.2,2024,1,Jan
Row ID 845,CA-2023-100845,2024-01-17,2024-01-19,First Class,CG-24789,Customer_CG-24789,Home Office,Alabama,South,FUR-ACC-73871,Fellowes Powershred,Technology,Accessories,333.7,5,0.0,25.55,2024,1,Jan
Row ID 846,CA-2023-100846,2023-04-24,2023-04-24,Same Day,CG-66685,Customer_CG-66685,Corporate,Colorado,West,FUR-TAB-46158,Lesro Sheffield Table,Furniture,Tables,1811.22,5,0.3,318.58,2023,4,Apr
Row ID 847,CA-2023-100847,2024-04-18,2024-04-23,Standard Class,CG-73641,Customer_CG-73641,Consumer,Georgia,South,FUR-COP-44832,Xerox 1952 Copier,Technology,Copiers,1918.28,2,0.5,345.93,2024,4,Apr
Row ID 848,CA-2023-100848,2023-06-01,2023-06-07,Standard Class,CG-88861,Customer_CG-88861,Consumer,Utah,West,FUR-BOO-57277,Bush Somerset Collection Bookcase,Furniture,Bookcases,1411.14,10,0.4,434.13,2023,6,Jun
Row ID 849,CA-2023-100849,2024-11-21,2024-11-21,Same Day,CG-85149,Customer_CG-85149,Home Office,Nevada,West,FUR-COP-13360,Xerox 1952 Copier,Technology,Copiers,6571.34,4,0.0,1571.58,2024,11,Nov
Row ID 850,CA-2023-100850,2024-01-30,2024-02-02,Standard Class,CG-69850,Customer_CG-69850,Corporate,Ohio,Central,FUR-ART-68459,Dixon Ticonderoga Pencils,Office Supplies,Art,5.95,1,0.2,1.67,2024,1,Jan
Row ID 851,CA-2023-100851,2024-07-20,2024-07-20,Same Day,CG-55683,Customer_CG-55683,Consumer,Florida,South,FUR-FAS-80547,Stanley Hardware,Office Supplies,Fasteners,26.69,4,0.2,2.15,2024,7,Jul
Row ID 852,CA-2023-100852,2024-09-30,2024-10-03,Second Class,CG-60160,Customer_CG-60160,Consumer,Michigan,Central,FUR-FAS-57377,ACCO Binder,Office Supplies,Fasteners,14.92,3,0.3,0.82,2024,9,Sep
Row ID 853,CA-2023-100853,2024-06-20,2024-06-23,Second Class,CG-62162,Customer_CG-62162,Home Office,Washington,West,FUR-BOO-88377,O'Sullivan Elevations Bookcase,Furniture,Bookcases,1118.07,7,0.0,296.03,2024,6,Jun
Row ID 854,CA-2023-100854,2023-07-05,2023-07-05,Same Day,CG-23582,Customer_CG-23582,Home Office,Minnesota,Central,FUR-PHO-39468,Apple iPhone 6S Plus,Technology,Phones,6674.2,8,0.1,1430.92,2023,7,Jul
Row ID 855,CA-2023-100855,2023-02-17,2023-02-19,Second Class,CG-38701,Customer_CG-38701,Consumer,North Carolina,East,FUR-ACC-11627,Logitech G602 Mouse,Technology,Accessories,291.68,5,0.0,89.62,2023,2,Feb
Row ID 856,CA-2023-100856,2023-08-25,2023-08-25,Same Day,CG-34386,Customer_CG-34386,Home Office,Louisiana,South,FUR-ENV-57706,Security Envelopes,Office Supplies,Envelopes,10.21,5,0.3,3.27,2023,8,Aug
Row ID 857,CA-2023-100857,2024-05-05,2024-05-10,Standard Class,CG-27628,Customer_CG-27628,Corporate,Massachusetts,East,FUR-ACC-76512,Logitech G602 Mouse,Technology,Accessories,527.35,8,0.0,154.08,2024,5,May
Row ID 858,CA-2023-100858,2023-04-23,2023-04-27,Second Class,CG-70986,Customer_CG-70986,Corporate,Nevada,West,FUR-COP-87471,Hewlett Packard LaserJet,Technology,Copiers,4509.21,7,0.0,255.38,2023,4,Apr
Row ID 859,CA-2023-100859,2023-09-29,2023-09-30,First Class,CG-72472,Customer_CG-72472,Home Office,New York,East,FUR-MAC-46187,Canon imageCLASS Printer,Technology,Machines,8107.24,10,0.0,2140.99,2023,9,Sep
Row ID 860,CA-2023-100860,2023-08-17,2023-08-17,Same Day,CG-38207,Customer_CG-38207,Home Office,Tennessee,South,FUR-MAC-40482,Hewlett-Packard Printer,Technology,Machines,5037.15,10,0.4,-140.45,2023,8,Aug
Row ID 861,CA-2023-100861,2023-06-28,2023-07-05,Standard Class,CG-56969,Customer_CG-56969,Home Office,California,West,FUR-PHO-64225,Cisco SPA504G,Technology,Phones,442.67,3,0.1,152.25,2023,6,Jun
Row ID 862,CA-2023-100862,2024-07-01,2024-07-05,Standard Class,CG-53488,Customer_CG-53488,Consumer,Nevada,West,FUR-COP-59976,Hewlett Packard LaserJet,Technology,Copiers,3736.4,8,0.3,391.94,2024,7,Jul
Row ID 863,CA-2023-100863,2024-02-17,2024-02-19,First Class,CG-75494,Customer_CG-75494,Consumer,Virginia,East,FUR-ART-56032,Sanford Pencils,Office Supplies,Art,22.46,2,0.0,4.65,2024,2,Feb
Row ID 864,CA-2023-100864,2024-12-11,2024-12-12,First Class,CG-22516,Customer_CG-22516,Consumer,Utah,West,FUR-BOO-60430,Sauder Classic Bookcase,Furniture,Bookcases,510.97,5,0.3,157.28,2024,12,Dec
Row ID 865,CA-2023-100865,2024-07-08,2024-07-12,Second Class,CG-80151,Customer_CG-80151,Consumer,Texas,Central,FUR-ACC-59042,Fellowes Powershred,Technology,Accessories,326.54,10,0.5,82.67,2024,7,Jul
Row ID 866,CA-2023-100866,2024-07-03,2024-07-10,Standard Class,CG-91537,Customer_CG-91537,Consumer,Oregon,West,FUR-LAB-99526,Avery 4014 Labels,Office Supplies,Labels,9.32,3,0.0,2.98,2024,7,Jul
Row ID 867,CA-2023-100867,2023-08-10,2023-08-11,First Class,CG-69594,Customer_CG-69594,Home Office,Alabama,South,FUR-BOO-42272,Sauder Classic Bookcase,Furniture,Bookcases,462.54,6,0.5,-2.7,2023,8,Aug
Row ID 868,CA-2023-100868,2023-11-14,2023-11-14,Same Day,CG-96462,Customer_CG-96462,Home Office,Utah,West,FUR-TAB-83793,Lesro Sheffield Table,Furniture,Tables,3177.79,10,0.4,884.89,2023,11,Nov
Row ID 869,CA-2023-100869,2023-03-14,2023-03-17,Second Class,CG-68707,Customer_CG-68707,Consumer,Michigan,Central,FUR-PAP-20798,Xerox 1967 Paper,Office Supplies,Paper,116.57,8,0.0,17.07,2023,3,Mar
Row ID 870,CA-2023-100870,2023-08-24,2023-08-24,Same Day,CG-47643,Customer_CG-47643,Home Office,Utah,West,FUR-CHA-50254,HON 5400 Series Task Chair,Furniture,Chairs,3407.34,10,0.0,825.53,2023,8,Aug
Row ID 871,CA-2023-100871,2024-11-12,2024-11-13,First Class,CG-60449,Customer_CG-60449,Consumer,Minnesota,Central,FUR-FUR-76633,SAFCO Upright Mobile Pedestal,Furniture,Furnishings,373.36,9,0.3,94.96,2024,11,Nov
Row ID 872,CA-2023-100872,2024-11-16,2024-11-18,Second Class,CG-39041,Customer_CG-39041,Home Office,Texas,Central,FUR-ACC-37097,Plantronics CS510 Headset,Technology,Accessories,1901.1,10,0.0,120.85,2024,11,Nov
Row ID 873,CA-2023-100873,2023-12-07,2023-12-08,First Class,CG-10621,Customer_CG-10621,Consumer,Illinois,Central,FUR-ART-62685,Dixon Ticonderoga Pencils,Office Supplies,Art,6.21,1,0.1,1.47,2023,12,Dec
Row ID 874,CA-2023-100874,2024-04-11,2024-04-15,Second Class,CG-95634,Customer_CG-95634,Home Office,Michigan,Central,FUR-PHO-64216,Apple iPhone 6S Plus,Technology,Phones,4707.44,7,0.1,1388.78,2024,4,Apr
Row ID 875,CA-2023-100875,2023-08-20,2023-08-20,Same Day,CG-15478,Customer_CG-15478,Home Office,Georgia,South,FUR-ACC-93571,Logitech G602 Mouse,Technology,Accessories,54.99,2,0.5,-3.67,2023,8,Aug
Row ID 876,CA-2023-100876,2023-07-01,2023-07-01,Same Day,CG-47330,Customer_CG-47330,Home Office,Ohio,Central,FUR-MAC-25650,Canon imageCLASS Printer,Technology,Machines,6402.28,7,0.1,2145.17,2023,7,Jul
Row ID 877,CA-2023-100877,2023-06-12,2023-06-18,Standard Class,CG-71467,Customer_CG-71467,Corporate,California,West,FUR-BOO-34179,Sauder Classic Bookcase,Furniture,Bookcases,397.81,2,0.0,48.74,2023,6,Jun
Row ID 878,CA-2023-100878,2023-04-11,2023-04-11,Same Day,CG-88250,Customer_CG-88250,Consumer,Pennsylvania,East,FUR-MAC-84553,Canon imageCLASS Printer,Technology,Machines,743.04,1,0.3,228.74,2023,4,Apr
Row ID 879,CA-2023-100879,2024-04-19,2024-04-22,Second Class,CG-94428,Customer_CG-94428,Consumer,Alabama,South,FUR-TAB-18342,Lesro Sheffield Table,Furniture,Tables,1541.01,4,0.1,232.33,2024,4,Apr
Row ID 880,CA-2023-100880,2023-10-09,2023-10-12,Second Class,CG-88860,Customer_CG-88860,Home Office,Minnesota,Central,FUR-CHA-51622,Global Leather Task Chair,Furniture,Chairs,405.38,1,0.0,70.12,2023,10,Oct
Row ID 881,CA-2023-100881,2023-07-03,2023-07-04,First Class,CG-58545,Customer_CG-58545,Consumer,New York,East,FUR-ACC-59966,Logitech G602 Mouse,Technology,Accessories,39.98,1,0.4,11.37,2023,7,Jul
Row ID 882,CA-2023-100882,2024-08-31,2024-09-04,Standard Class,CG-12594,Customer_CG-12594,Home Office,Louisiana,South,FUR-COP-99864,Hewlett Packard LaserJet,Technology,Copiers,6702.04,10,0.1,1708.11,2024,8,Aug
Row ID 883,CA-2023-100883,2023-04-14,2023-04-14,Same Day,CG-30072,Customer_CG-30072,Corporate,Illinois,Central,FUR-TAB-32852,Lesro Sheffield Table,Furniture,Tables,4114.82,7,0.0,660.11,2023,4,Apr
Row ID 884,CA-2023-100884,2024-12-10,2024-12-16,Standard Class,CG-70284,Customer_CG-70284,Corporate,North Carolina,East,FUR-TAB-63188,Bretford CR8500 Table,Furniture,Tables,4440.78,7,0.5,1184.47,2024,12,Dec
Row ID 885,CA-2023-100885,2023-10-04,2023-10-06,First Class,CG-52730,Customer_CG-52730,Home Office,Georgia,South,FUR-ACC-38437,Logitech G602 Mouse,Technology,Accessories,186.98,4,0.3,59.85,2023,10,Oct
Row ID 886,CA-2023-100886,2023-06-19,2023-06-22,Second Class,CG-61488,Customer_CG-61488,Consumer,Florida,South,FUR-COP-91735,Hewlett Packard LaserJet,Technology,Copiers,4031.22,7,0.1,609.94,2023,6,Jun
Row ID 887,CA-2023-100887,2024-07-24,2024-07-28,Second Class,CG-68062,Customer_CG-68062,Consumer,North Carolina,East,FUR-ACC-99211,Plantronics CS510 Headset,Technology,Accessories,1196.31,10,0.4,224.35,2024,7,Jul
Row ID 888,CA-2023-100888,2024-06-12,2024-06-12,Same Day,CG-42204,Customer_CG-42204,Home Office,North Carolina,East,FUR-BIN-22722,Ibico Ecolo Binder,Office Supplies,Binders,13.35,2,0.0,4.35,2024,6,Jun
Row ID 889,CA-2023-100889,2024-11-07,2024-11-09,First Class,CG-36608,Customer_CG-36608,Home Office,Pennsylvania,East,FUR-LAB-91688,Avery 4014 Labels,Office Supplies,Labels,9.3,6,0.5,1.28,2024,11,Nov
Row ID 890,CA-2023-100890,2023-01-11,2023-01-15,Standard Class,CG-83647,Customer_CG-83647,Consumer,Pennsylvania,East,FUR-LAB-91040,Avery Removable Labels,Office Supplies,Labels,21.15,7,0.5,5.29,2023,1,Jan
Row ID 891,CA-2023-100891,2024-03-19,2024-03-19,Same Day,CG-22723,Customer_CG-22723,Consumer,North Carolina,East,FUR-PAP-32342,Xerox 1967 Paper,Office Supplies,Paper,13.03,1,0.3,4.29,2024,3,Mar
Row ID 892,CA-2023-100892,2023-05-13,2023-05-20,Standard Class,CG-74456,Customer_CG-74456,Home Office,Ohio,Central,FUR-TAB-33230,Bretford CR8500 Table,Furniture,Tables,2078.23,3,0.4,744.8,2023,5,May
Row ID 893,CA-2023-100893,2024-09-09,2024-09-11,First Class,CG-20888,Customer_CG-20888,Corporate,Florida,South,FUR-COP-57869,Canon PC1080F Copier,Technology,Copiers,4208.69,5,0.2,1450.36,2024,9,Sep
Row ID 894,CA-2023-100894,2024-12-07,2024-12-13,Standard Class,CG-95118,Customer_CG-95118,Consumer,Ohio,Central,FUR-PAP-15302,Xerox 1967 Paper,Office Supplies,Paper,49.5,5,0.5,11.37,2024,12,Dec
Row ID 895,CA-2023-100895,2024-01-26,2024-02-02,Standard Class,CG-85189,Customer_CG-85189,Consumer,Michigan,Central,FUR-FUR-60907,Fiskars Clamp-Style Puncher,Furniture,Furnishings,15.53,1,0.2,4.02,2024,1,Jan
Row ID 896,CA-2023-100896,2024-01-23,2024-01-23,Same Day,CG-54843,Customer_CG-54843,Consumer,Ohio,Central,FUR-ACC-46915,Plantronics CS510 Headset,Technology,Accessories,375.0,5,0.5,134.77,2024,1,Jan
Row ID 897,CA-2023-100897,2024-10-06,2024-10-11,Standard Class,CG-26846,Customer_CG-26846,Consumer,New York,East,FUR-TAB-30185,Bretford CR8500 Table,Furniture,Tables,12326.41,10,0.0,3810.18,2024,10,Oct
Row ID 898,CA-2023-100898,2024-12-22,2024-12-25,Standard Class,CG-30479,Customer_CG-30479,Home Office,Tennessee,South,FUR-PHO-25987,Cisco SPA504G,Technology,Phones,146.03,1,0.1,47.52,2024,12,Dec
Row ID 899,CA-2023-100899,2024-10-09,2024-10-13,Standard Class,CG-66750,Customer_CG-66750,Home Office,Pennsylvania,East,FUR-BOO-51996,Sauder Classic Bookcase,Furniture,Bookcases,1278.75,9,0.1,335.64,2024,10,Oct
Row ID 900,CA-2023-100900,2023-08-12,2023-08-12,Same Day,CG-47757,Customer_CG-47757,Home Office,Nevada,West,FUR-BOO-33049,Bush Somerset Collection Bookcase,Furniture,Bookcases,717.0,4,0.1,186.41,2023,8,Aug
Row ID 901,CA-2023-100901,2023-01-12,2023-01-13,First Class,CG-39847,Customer_CG-39847,Consumer,Louisiana,South,FUR-PAP-93964,Xerox Vitality Paper,Office Supplies,Paper,56.78,5,0.2,16.88,2023,1,Jan
Row ID 902,CA-2023-100902,2024-04-29,2024-05-01,First Class,CG-31137,Customer_CG-31137,Consumer,California,West,FUR-FAS-17917,Stanley Hardware,Office Supplies,Fasteners,59.52,10,0.4,-3.57,2024,4,Apr
Row ID 903,CA-2023-100903,2023-10-02,2023-10-03,First Class,CG-87088,Customer_CG-87088,Corporate,Utah,West,FUR-FAS-56938,ACCO Binder,Office Supplies,Fasteners,36.41,8,0.2,10.16,2023,10,Oct
Row ID 904,CA-2023-100904,2024-02-15,2024-02-19,Second Class,CG-86969,Customer_CG-86969,Consumer,Colorado,West,FUR-PAP-70508,Xerox 1967 Paper,Office Supplies,Paper,75.77,6,0.4,9.99,2024,2,Feb
Row ID 905,CA-2023-100905,2023-09-13,2023-09-13,Same Day,CG-64997,Customer_CG-64997,Consumer,Virginia,East,FUR-STO-57934,Advantus Super Stacker,Office Supplies,Storage,34.08,1,0.0,3.25,2023,9,Sep
Row ID 906,CA-2023-100906,2024-06-26,2024-06-26,Same Day,CG-71903,Customer_CG-71903,Consumer,Ohio,Central,FUR-BOO-61410,Sauder Classic Bookcase,Furniture,Bookcases,398.05,3,0.2,47.1,2024,6,Jun
Row ID 907,CA-2023-100907,2023-08-21,2023-08-21,Same Day,CG-67030,Customer_CG-67030,Consumer,Florida,South,FUR-LAB-52373,Avery File Folder Labels,Office Supplies,Labels,41.73,8,0.0,5.03,2023,8,Aug
Row ID 908,CA-2023-100908,2023-08-13,2023-08-17,Standard Class,CG-50371,Customer_CG-50371,Home Office,Virginia,East,FUR-MAC-91065,Brother HL-2270DW Printer,Technology,Machines,3217.52,7,0.0,672.11,2023,8,Aug
Row ID 909,CA-2023-100909,2024-01-17,2024-01-18,First Class,CG-84098,Customer_CG-84098,Corporate,California,West,FUR-FAS-42258,ACCO Binder,Office Supplies,Fasteners,25.44,4,0.1,8.22,2024,1,Jan
Row ID 910,CA-2023-100910,2024-02-15,2024-02-17,First Class,CG-35477,Customer_CG-35477,Consumer,Minnesota,Central,FUR-CHA-74040,HON 5400 Series Task Chair,Furniture,Chairs,3062.49,10,0.0,441.11,2024,2,Feb
Row ID 911,CA-2023-100911,2024-09-25,2024-10-01,Standard Class,CG-79367,Customer_CG-79367,Corporate,Louisiana,South,FUR-MAC-68914,Canon imageCLASS Printer,Technology,Machines,5599.3,7,0.2,1475.82,2024,9,Sep
Row ID 912,CA-2023-100912,2023-12-25,2023-12-28,Second Class,CG-92977,Customer_CG-92977,Consumer,Ohio,Central,FUR-COP-29152,Xerox 1952 Copier,Technology,Copiers,4730.67,5,0.5,1857.46,2023,12,Dec
Row ID 913,CA-2023-100913,2023-04-22,2023-04-29,Standard Class,CG-48747,Customer_CG-48747,Home Office,Colorado,West,FUR-TAB-59284,Bretford CR8500 Table,Furniture,Tables,8317.99,7,0.0,1159.97,2023,4,Apr
