Row ID,Order ID,Order Date,Ship Date,Ship Mode,Segment,Region,State,Category,Product Name,Sales,Quantity,Discount,Profit
965,CA-2022-001379,2023-04-17,2023-04-18,Second Class,Home Office,South,Florida,Technology,Monitor,7621.11,10,0.1,2432.0
966,CA-2022-001379,2022-06-16,2022-06-23,First Class,Corporate,Central,Texas,Technology,Printer,1125.44,8,0.0,105.87
967,CA-2022-001380,2022-10-12,2022-10-13,Same Day,Consumer,East,New York,Office Supplies,Pens,392.49,9,0.0,188.66
968,CA-2023-001381,2022-04-26,2022-04-29,Standard Class,Home Office,Central,Texas,Office Supplies,Stapler,9.09,2,0.3,1.32
969,CA-2023-001381,2023-05-02,2023-05-03,First Class,Home Office,West,Oregon,Furniture,Desk,7426.72,7,0.0,-678.48
970,CA-2023-001381,2022-08-26,2022-08-31,Same Day,Corporate,Central,Ohio,Technology,Keyboard,169.47,1,0.0,23.26
971,CA-2023-001382,2022-03-17,2022-03-21,First Class,Corporate,West,California,Office Supplies,Notebooks,38.9,10,0.0,9.82
972,CA-2023-001382,2021-09-06,2021-09-13,Same Day,Home Office,West,California,Furniture,Sofa,6136.14,9,0.3,802.11
973,CA-2022-001383,2022-11-05,2022-11-07,Second Class,Corporate,Central,Ohio,Furniture,Sofa,1726.86,6,0.15,279.52
974,CA-2022-001383,2021-06-13,2021-06-16,First Class,Corporate,West,Oregon,Technology,Keyboard,3594.81,9,0.15,884.32
975,CA-2022-001383,2022-05-17,2022-05-24,Second Class,Home Office,East,Massachusetts,Technology,Printer,4315.29,7,0.0,999.7
976,CA-2022-001383,2023-05-13,2023-05-18,Same Day,Consumer,Central,Ohio,Technology,Laptop,1513.72,3,0.05,484.33
977,CA-2023-001384,2021-07-26,2021-07-28,Same Day,Corporate,West,Oregon,Furniture,Filing Cabinet,1013.92,1,0.0,143.49
978,CA-2023-001384,2022-12-27,2022-12-29,Same Day,Corporate,West,Oregon,Office Supplies,Folders,282.09,7,0.05,108.55
979,CA-2023-001384,2021-04-03,2021-04-04,Standard Class,Home Office,West,Washington,Technology,USB Hub,4110.86,6,0.2,983.52
980,CA-2023-001384,2023-11-10,2023-11-11,Second Class,Consumer,South,North Carolina,Technology,Keyboard,2063.38,3,0.15,520.33
981,CA-2021-001385,2021-07-18,2021-07-20,First Class,Home Office,South,North Carolina,Technology,Printer,2295.85,5,0.0,503.34
982,CA-2021-001385,2021-10-21,2021-10-22,Second Class,Corporate,South,North Carolina,Technology,Monitor,1456.45,4,0.1,324.12
983,CA-2021-001385,2022-08-13,2022-08-16,Standard Class,Consumer,Central,Texas,Technology,Phone,3294.88,8,0.0,449.89
984,CA-2021-001385,2021-10-16,2021-10-17,First Class,Home Office,Central,Indiana,Furniture,Bookcase,2793.68,4,0.0,-252.63
985,CA-2022-001386,2022-08-01,2022-08-06,Second Class,Corporate,East,New York,Technology,Laptop,4668.44,7,0.0,1397.32
986,CA-2023-001387,2021-06-27,2021-07-04,First Class,Corporate,West,California,Technology,Monitor,2681.94,3,0.0,913.29
987,CA-2023-001387,2023-11-05,2023-11-08,Second Class,Corporate,West,Oregon,Office Supplies,Pens,141.5,5,0.0,54.16
988,CA-2023-001387,2022-01-25,2022-02-01,First Class,Home Office,Central,Texas,Technology,Laptop,5446.62,9,0.0,1823.28
989,CA-2023-001388,2022-06-28,2022-07-02,Second Class,Consumer,East,Pennsylvania,Office Supplies,Paper Ream,90.3,3,0.0,35.53
990,CA-2021-001389,2021-01-07,2021-01-11,Second Class,Home Office,East,Pennsylvania,Office Supplies,Pens,57.87,2,0.05,22.22
991,CA-2021-001389,2022-04-26,2022-05-02,Same Day,Home Office,West,Nevada,Office Supplies,Stapler,180.54,6,0.0,81.45
992,CA-2021-001389,2023-01-02,2023-01-07,Same Day,Corporate,East,New Jersey,Office Supplies,Paper Ream,145.39,8,0.05,21.07
993,CA-2021-001390,2021-08-26,2021-08-28,Same Day,Home Office,South,Tennessee,Technology,Printer,6895.92,8,0.0,1063.86
994,CA-2021-001390,2022-04-26,2022-04-27,Same Day,Home Office,South,Georgia,Technology,Monitor,1249.68,5,0.05,396.08
995,CA-2021-001390,2023-04-23,2023-04-27,First Class,Corporate,South,Florida,Office Supplies,Stapler,191.95,8,0.1,89.25
996,CA-2021-001391,2023-07-06,2023-07-10,First Class,Consumer,South,Georgia,Technology,Keyboard,2112.32,4,0.0,445.29
997,CA-2021-001391,2021-02-13,2021-02-20,Standard Class,Consumer,West,Arizona,Office Supplies,Stapler,43.02,7,0.15,20.0
998,CA-2021-001391,2021-11-18,2021-11-25,Second Class,Corporate,West,California,Office Supplies,Notebooks,213.24,9,0.05,46.08
999,CA-2021-001392,2021-01-28,2021-01-29,Second Class,Home Office,Central,Ohio,Technology,Printer,686.96,1,0.0,137.7
1000,CA-2021-001392,2022-04-17,2022-04-23,Standard Class,Corporate,South,Florida,Furniture,Desk,471.32,4,0.0,86.98
1001,CA-2023-001393,2021-06-01,2021-06-06,Standard Class,Consumer,South,Georgia,Office Supplies,Stapler,22.19,7,0.0,3.07
1002,CA-2023-001393,2023-11-16,2023-11-22,Same Day,Corporate,South,Georgia,Office Supplies,Stapler,13.66,1,0.3,2.47
1003,CA-2023-001393,2021-07-10,2021-07-12,Same Day,Corporate,Central,Indiana,Technology,Monitor,2538.54,7,0.3,343.53
1004,CA-2023-001393,2023-02-03,2023-02-10,Same Day,Home Office,East,Massachusetts,Furniture,Filing Cabinet,5546.08,9,0.3,-119.68
1005,CA-2021-001394,2022-09-29,2022-10-02,Standard Class,Corporate,South,Georgia,Technology,Phone,2203.26,3,0.0,173.21
1006,CA-2022-001395,2023-04-06,2023-04-11,Second Class,Consumer,East,Massachusetts,Office Supplies,Notebooks,245.94,8,0.05,30.39
1007,CA-2022-001395,2021-11-05,2021-11-06,First Class,Home Office,South,North Carolina,Technology,Phone,3021.26,6,0.2,940.91
1008,CA-2021-001396,2022-04-28,2022-05-01,First Class,Corporate,East,Virginia,Technology,USB Hub,5173.76,8,0.0,1688.56
1009,CA-2021-001396,2023-12-01,2023-12-07,Second Class,Consumer,South,Florida,Technology,Printer,244.43,2,0.3,76.0
1010,CA-2021-001396,2021-10-14,2021-10-20,Same Day,Consumer,West,California,Technology,Monitor,3544.11,9,0.0,492.72
1011,CA-2021-001397,2021-12-06,2021-12-08,First Class,Home Office,Central,Ohio,Office Supplies,Stapler,153.66,5,0.05,64.71
1012,CA-2021-001397,2022-03-08,2022-03-11,Same Day,Corporate,Central,Indiana,Office Supplies,Stapler,24.21,3,0.3,2.52
1013,CA-2021-001397,2022-10-01,2022-10-07,Standard Class,Consumer,South,Georgia,Furniture,Filing Cabinet,1212.72,4,0.0,106.97
1014,CA-2021-001397,2021-05-17,2021-05-20,Second Class,Corporate,Central,Texas,Furniture,Sofa,8180.45,9,0.15,982.37
1015,CA-2022-001398,2023-01-23,2023-01-28,First Class,Home Office,Central,Ohio,Technology,USB Hub,5604.95,7,0.05,410.52
1016,CA-2022-001398,2022-06-23,2022-06-28,Second Class,Corporate,East,New York,Office Supplies,Notebooks,14.96,2,0.2,3.47
1017,CA-2021-001399,2021-07-07,2021-07-14,Second Class,Consumer,South,Georgia,Furniture,Office Chair,2440.7,10,0.0,162.09
1018,CA-2021-001399,2023-05-22,2023-05-28,Same Day,Consumer,West,Washington,Furniture,Office Chair,3570.72,8,0.0,-56.17
1019,CA-2021-001399,2022-10-01,2022-10-08,First Class,Corporate,South,Tennessee,Technology,Keyboard,2751.93,9,0.0,866.82
1020,CA-2021-001400,2023-10-01,2023-10-07,Same Day,Corporate,East,New Jersey,Office Supplies,Notebooks,167.0,5,0.2,60.26
1021,CA-2021-001400,2023-05-19,2023-05-21,First Class,Home Office,East,New York,Technology,Monitor,4911.69,10,0.05,809.14
1022,CA-2023-001401,2021-01-12,2021-01-17,Second Class,Home Office,West,Oregon,Technology,Phone,1341.94,5,0.15,435.78
1023,CA-2023-001401,2023-09-08,2023-09-12,First Class,Home Office,West,Arizona,Technology,Laptop,806.66,1,0.1,106.68
1024,CA-2022-001402,2021-12-22,2021-12-26,Same Day,Corporate,West,Nevada,Office Supplies,Tape,439.47,9,0.0,108.91
1025,CA-2023-001403,2023-06-28,2023-07-04,Standard Class,Consumer,East,Pennsylvania,Furniture,Filing Cabinet,388.75,1,0.1,94.93
1026,CA-2023-001403,2021-12-13,2021-12-18,First Class,Corporate,East,Virginia,Office Supplies,Pens,153.36,6,0.2,40.88
1027,CA-2022-001404,2021-06-21,2021-06-23,First Class,Home Office,West,Oregon,Office Supplies,Notebooks,34.81,8,0.05,13.07
1028,CA-2023-001405,2021-08-30,2021-09-02,First Class,Home Office,East,New York,Technology,Phone,4194.48,8,0.0,922.18
1029,CA-2023-001405,2022-01-16,2022-01-19,Standard Class,Consumer,South,Florida,Furniture,Office Chair,7818.2,10,0.0,1316.22
1030,CA-2023-001405,2022-05-21,2022-05-24,Standard Class,Corporate,West,Oregon,Office Supplies,Stapler,181.4,4,0.0,40.67
1031,CA-2023-001405,2023-04-28,2023-04-30,First Class,Consumer,South,North Carolina,Furniture,Desk,1465.05,4,0.05,-55.69
1032,CA-2021-001406,2023-01-15,2023-01-18,First Class,Corporate,Central,Michigan,Technology,Laptop,3790.98,9,0.0,231.32
1033,CA-2021-001406,2022-12-12,2022-12-18,Same Day,Consumer,South,Georgia,Office Supplies,Folders,63.13,5,0.1,8.6
1034,CA-2021-001406,2021-08-25,2021-08-30,Standard Class,Corporate,East,New Jersey,Furniture,Filing Cabinet,1285.68,3,0.3,135.49
1035,CA-2021-001407,2023-01-05,2023-01-12,Standard Class,Home Office,South,Alabama,Furniture,Desk,180.46,1,0.3,3.09
1036,CA-2021-001407,2022-01-17,2022-01-24,Same Day,Consumer,West,Oregon,Technology,Phone,288.36,1,0.3,65.77
1037,CA-2021-001407,2022-11-23,2022-11-27,First Class,Corporate,South,Tennessee,Technology,Printer,1936.15,7,0.05,540.09
1038,CA-2021-001408,2021-12-02,2021-12-07,Standard Class,Corporate,South,Tennessee,Technology,USB Hub,2372.48,3,0.05,795.84
1039,CA-2022-001409,2022-12-10,2022-12-14,Second Class,Corporate,East,New Jersey,Furniture,Office Chair,1856.26,7,0.0,242.27
1040,CA-2022-001409,2022-04-29,2022-05-06,Second Class,Consumer,East,Pennsylvania,Technology,Phone,1557.24,4,0.05,149.87
1041,CA-2021-001410,2023-03-19,2023-03-25,Same Day,Consumer,West,Nevada,Furniture,Desk,3527.58,4,0.2,673.67
1042,CA-2021-001410,2023-03-30,2023-04-06,Second Class,Corporate,East,New York,Technology,Printer,3894.14,6,0.2,892.08
1043,CA-2021-001410,2022-03-31,2022-04-05,Standard Class,Home Office,West,Washington,Technology,Keyboard,1779.95,3,0.15,282.45
1044,CA-2021-001411,2022-01-20,2022-01-21,Same Day,Consumer,South,Florida,Office Supplies,Notebooks,78.04,4,0.0,18.4
1045,CA-2022-001412,2021-03-13,2021-03-16,Same Day,Corporate,South,Georgia,Technology,Phone,1042.61,7,0.2,265.55
1046,CA-2022-001412,2023-04-09,2023-04-16,Standard Class,Home Office,West,Nevada,Furniture,Desk,260.19,1,0.0,26.32
1047,CA-2021-001413,2023-05-16,2023-05-23,Same Day,Home Office,South,Florida,Technology,Keyboard,264.21,1,0.1,72.03
1048,CA-2021-001413,2022-11-18,2022-11-25,Same Day,Corporate,West,Arizona,Technology,USB Hub,7878.96,9,0.0,2250.61
1049,CA-2021-001413,2021-01-15,2021-01-18,Second Class,Consumer,South,Alabama,Technology,Keyboard,1780.24,10,0.3,321.27
1050,CA-2021-001413,2023-01-22,2023-01-23,Same Day,Corporate,South,North Carolina,Furniture,Office Chair,7638.75,10,0.1,374.27
1051,CA-2022-001414,2023-05-05,2023-05-06,First Class,Corporate,West,Arizona,Technology,Printer,2499.44,8,0.0,571.71
1052,CA-2022-001414,2021-12-25,2021-12-26,Second Class,Corporate,Central,Texas,Office Supplies,Tape,67.41,9,0.0,23.81
1053,CA-2022-001414,2023-12-09,2023-12-14,Second Class,Home Office,South,North Carolina,Technology,Monitor,444.45,8,0.15,71.93
1054,CA-2022-001415,2022-09-11,2022-09-15,First Class,Consumer,West,Nevada,Office Supplies,Tape,20.79,7,0.1,8.08
1055,CA-2022-001415,2022-09-13,2022-09-18,First Class,Home Office,West,Nevada,Furniture,Bookcase,5847.0,9,0.05,836.06
1056,CA-2021-001416,2022-01-16,2022-01-19,First Class,Corporate,Central,Indiana,Technology,Printer,4421.88,9,0.2,1427.93
1057,CA-2022-001417,2021-09-23,2021-09-26,Same Day,Consumer,Central,Texas,Technology,Printer,1837.36,5,0.15,145.42
1058,CA-2022-001417,2022-08-13,2022-08-19,Standard Class,Consumer,East,New York,Office Supplies,Stapler,399.68,10,0.2,141.45
1059,CA-2022-001417,2022-12-04,2022-12-07,Standard Class,Home Office,Central,Indiana,Technology,Monitor,1391.63,6,0.3,132.95
1060,CA-2022-001418,2022-06-08,2022-06-12,Same Day,Home Office,East,Virginia,Office Supplies,Notebooks,40.32,1,0.0,14.21
1061,CA-2022-001418,2022-08-21,2022-08-28,First Class,Corporate,Central,Texas,Furniture,Sofa,2459.86,6,0.3,-220.53
1062,CA-2022-001418,2021-02-17,2021-02-24,Same Day,Corporate,East,Virginia,Technology,USB Hub,1799.35,5,0.3,624.2
1063,CA-2022-001418,2021-07-18,2021-07-22,Standard Class,Home Office,South,Alabama,Furniture,Filing Cabinet,1266.64,4,0.0,126.36
1064,CA-2023-001419,2023-05-07,2023-05-12,Second Class,Corporate,East,Massachusetts,Office Supplies,Paper Ream,87.25,5,0.15,30.72
1065,CA-2023-001419,2023-04-08,2023-04-12,Second Class,Corporate,Central,Indiana,Office Supplies,Folders,104.16,8,0.3,16.96
1066,CA-2022-001420,2021-12-19,2021-12-25,Same Day,Corporate,South,North Carolina,Furniture,Sofa,814.98,2,0.2,196.4
1067,CA-2022-001420,2021-10-11,2021-10-16,Second Class,Home Office,South,Georgia,Office Supplies,Pens,311.9,10,0.0,105.99
1068,CA-2021-001421,2021-07-06,2021-07-09,Same Day,Consumer,West,Washington,Office Supplies,Notebooks,36.07,1,0.2,11.57
1069,CA-2021-001421,2021-12-25,2021-12-29,Second Class,Home Office,East,Pennsylvania,Technology,Phone,1118.77,4,0.1,77.69
1070,CA-2021-001421,2023-06-28,2023-06-30,Second Class,Corporate,West,Oregon,Office Supplies,Paper Ream,175.26,3,0.0,73.87
1071,CA-2021-001421,2021-01-15,2021-01-21,Standard Class,Home Office,Central,Illinois,Furniture,Filing Cabinet,675.1,1,0.2,137.36
1072,CA-2022-001422,2023-12-30,2024-01-05,Standard Class,Home Office,South,Florida,Technology,Phone,411.51,1,0.0,56.74
1073,CA-2022-001422,2023-05-28,2023-06-04,Same Day,Home Office,South,Florida,Technology,Monitor,216.27,2,0.1,59.99
1074,CA-2022-001422,2021-10-18,2021-10-20,First Class,Home Office,West,Oregon,Technology,Monitor,1702.16,8,0.0,253.63
1075,CA-2022-001422,2022-12-03,2022-12-06,First Class,Consumer,West,Nevada,Office Supplies,Paper Ream,118.61,8,0.3,45.05
1076,CA-2023-001423,2022-03-29,2022-04-01,Standard Class,Corporate,West,Oregon,Furniture,Sofa,4376.25,10,0.1,32.09
1077,CA-2023-001423,2022-08-27,2022-08-29,Same Day,Corporate,East,Virginia,Office Supplies,Stapler,28.35,3,0.1,12.58
1078,CA-2023-001423,2021-10-31,2021-11-05,First Class,Home Office,Central,Illinois,Furniture,Bookcase,296.44,1,0.2,19.84
1079,CA-2023-001424,2023-02-14,2023-02-21,First Class,Corporate,Central,Illinois,Office Supplies,Folders,221.82,8,0.3,37.74
1080,CA-2023-001424,2022-09-26,2022-09-28,Second Class,Corporate,South,Florida,Office Supplies,Pens,42.84,4,0.0,15.42
1081,CA-2022-001425,2022-02-19,2022-02-22,Second Class,Consumer,South,Tennessee,Office Supplies,Tape,25.11,1,0.0,12.07
1082,CA-2022-001425,2021-04-25,2021-04-29,Standard Class,Home Office,West,Washington,Office Supplies,Folders,307.13,10,0.05,62.17
1083,CA-2022-001425,2022-06-29,2022-07-04,Standard Class,Consumer,East,Pennsylvania,Furniture,Filing Cabinet,866.02,5,0.05,135.68
1084,CA-2022-001426,2022-05-15,2022-05-20,Second Class,Consumer,East,Virginia,Technology,Laptop,4452.4,10,0.0,939.81
1085,CA-2023-001427,2021-06-20,2021-06-24,Same Day,Consumer,Central,Texas,Furniture,Filing Cabinet,729.07,4,0.05,79.76
1086,CA-2021-001428,2022-02-03,2022-02-08,Same Day,Home Office,West,Arizona,Technology,Laptop,6873.2,10,0.0,862.75
1087,CA-2021-001428,2022-11-05,2022-11-10,Second Class,Home Office,South,Alabama,Technology,Monitor,3436.92,8,0.1,444.26
1088,CA-2021-001428,2023-06-21,2023-06-22,First Class,Home Office,East,New Jersey,Technology,Keyboard,1158.18,3,0.15,368.31
1089,CA-2021-001429,2021-07-13,2021-07-20,First Class,Corporate,South,Georgia,Furniture,Office Chair,3708.16,8,0.0,-119.56
1090,CA-2021-001429,2022-10-18,2022-10-25,First Class,Home Office,West,Oregon,Furniture,Desk,4928.85,9,0.1,1107.23
1091,CA-2021-001429,2022-01-29,2022-02-05,Second Class,Corporate,East,Virginia,Office Supplies,Notebooks,333.06,7,0.0,114.59
1092,CA-2021-001429,2022-07-06,2022-07-08,Same Day,Home Office,East,New Jersey,Office Supplies,Paper Ream,132.16,5,0.1,32.82
1093,CA-2022-001430,2023-05-22,2023-05-27,First Class,Corporate,Central,Ohio,Office Supplies,Stapler,323.68,7,0.0,131.05
1094,CA-2022-001430,2023-07-25,2023-08-01,Second Class,Home Office,South,Florida,Technology,Phone,223.01,5,0.05,25.11
1095,CA-2022-001430,2023-02-23,2023-02-26,Same Day,Corporate,Central,Ohio,Technology,Laptop,4421.89,9,0.05,1279.0
1096,CA-2022-001431,2023-09-10,2023-09-16,First Class,Consumer,Central,Texas,Furniture,Bookcase,6062.6,10,0.0,1051.44
1097,CA-2022-001431,2021-05-02,2021-05-03,Same Day,Home Office,South,Tennessee,Furniture,Desk,716.74,1,0.1,63.26
1098,CA-2022-001431,2022-10-27,2022-11-03,Standard Class,Consumer,South,North Carolina,Furniture,Filing Cabinet,7022.61,7,0.0,747.44
1099,CA-2022-001431,2022-06-18,2022-06-23,First Class,Consumer,East,Virginia,Furniture,Filing Cabinet,8958.51,9,0.0,-455.42
1100,CA-2023-001432,2022-10-20,2022-10-24,Second Class,Consumer,Central,Ohio,Technology,Keyboard,1465.06,4,0.15,160.71
1101,CA-2021-001433,2023-04-22,2023-04-26,Standard Class,Consumer,Central,Indiana,Office Supplies,Pens,341.25,7,0.0,147.65
1102,CA-2021-001433,2021-03-07,2021-03-12,Same Day,Home Office,West,Arizona,Technology,Laptop,3013.16,6,0.3,406.16
1103,CA-2021-001433,2021-08-19,2021-08-24,Standard Class,Home Office,Central,Texas,Office Supplies,Pens,144.96,3,0.0,47.77
1104,CA-2021-001434,2023-07-14,2023-07-20,Same Day,Corporate,East,New York,Office Supplies,Paper Ream,119.19,3,0.0,20.58
1105,CA-2021-001434,2021-02-13,2021-02-17,Same Day,Home Office,Central,Michigan,Office Supplies,Tape,152.32,10,0.2,16.38
1106,CA-2021-001434,2022-10-31,2022-11-05,Second Class,Corporate,East,New Jersey,Technology,Printer,4549.66,8,0.05,1278.36
1107,CA-2021-001434,2022-09-24,2022-09-26,Second Class,Consumer,Central,Indiana,Furniture,Bookcase,218.74,2,0.0,37.8
1108,CA-2022-001435,2022-02-18,2022-02-21,Second Class,Home Office,West,Washington,Technology,Printer,1077.65,3,0.1,129.2
1109,CA-2022-001435,2023-02-08,2023-02-09,Standard Class,Corporate,East,New Jersey,Furniture,Bookcase,7992.46,8,0.05,264.92
1110,CA-2022-001435,2021-09-13,2021-09-14,Same Day,Consumer,South,Tennessee,Technology,Printer,1412.49,3,0.0,139.65
1111,CA-2022-001436,2023-05-01,2023-05-03,First Class,Corporate,West,Nevada,Office Supplies,Folders,201.08,4,0.15,58.55
1112,CA-2022-001436,2023-03-31,2023-04-07,Same Day,Corporate,West,Nevada,Furniture,Office Chair,859.03,2,0.1,165.61
1113,CA-2021-001437,2023-08-24,2023-08-25,Same Day,Home Office,Central,Illinois,Office Supplies,Pens,188.36,5,0.15,22.25
1114,CA-2021-001437,2021-10-15,2021-10-21,Second Class,Consumer,East,Pennsylvania,Office Supplies,Pens,369.68,8,0.0,125.13
1115,CA-2021-001437,2023-05-09,2023-05-11,Second Class,Corporate,East,New Jersey,Technology,USB Hub,2533.71,3,0.0,690.66
1116,CA-2021-001437,2022-02-22,2022-02-25,Same Day,Consumer,East,New Jersey,Furniture,Bookcase,4916.2,7,0.1,578.49
1117,CA-2022-001438,2023-04-15,2023-04-16,Second Class,Consumer,West,Washington,Furniture,Filing Cabinet,4520.52,9,0.0,-201.79
1118,CA-2023-001439,2023-09-02,2023-09-06,Standard Class,Consumer,Central,Illinois,Furniture,Filing Cabinet,5090.51,7,0.3,-269.58
1119,CA-2021-001440,2023-01-19,2023-01-24,First Class,Consumer,Central,Michigan,Technology,Phone,846.79,2,0.05,74.31
1120,CA-2022-001441,2023-04-08,2023-04-11,Standard Class,Home Office,East,Pennsylvania,Office Supplies,Pens,76.95,10,0.05,15.41
1121,CA-2022-001441,2021-09-27,2021-09-30,First Class,Home Office,Central,Ohio,Office Supplies,Paper Ream,166.18,7,0.0,55.13
1122,CA-2021-001442,2021-03-11,2021-03-18,Second Class,Consumer,South,Florida,Furniture,Bookcase,888.45,4,0.15,-85.2
1123,CA-2022-001443,2022-03-16,2022-03-20,Same Day,Corporate,South,North Carolina,Furniture,Sofa,2620.38,10,0.3,-153.98
1124,CA-2022-001443,2022-11-30,2022-12-07,First Class,Consumer,Central,Indiana,Technology,Phone,3929.24,8,0.3,978.28
1125,CA-2022-001443,2021-02-22,2021-02-27,Same Day,Corporate,Central,Indiana,Technology,Laptop,235.81,3,0.3,70.51
1126,CA-2022-001443,2022-09-21,2022-09-25,First Class,Consumer,West,Arizona,Office Supplies,Stapler,238.63,7,0.0,116.1
1127,CA-2023-001444,2021-02-04,2021-02-06,Second Class,Home Office,South,Alabama,Furniture,Bookcase,4011.84,6,0.0,389.18
1128,CA-2023-001444,2023-02-06,2023-02-08,Second Class,Consumer,West,Arizona,Technology,USB Hub,1181.7,2,0.05,358.02
1129,CA-2022-001445,2023-03-10,2023-03-15,First Class,Corporate,South,Georgia,Technology,Laptop,3957.04,7,0.3,580.01
1130,CA-2022-001445,2022-03-04,2022-03-10,First Class,Home Office,Central,Texas,Furniture,Desk,7452.6,10,0.0,-590.78
1131,CA-2021-001446,2021-11-23,2021-11-29,Same Day,Consumer,East,Pennsylvania,Technology,Printer,2461.63,7,0.05,306.65
1132,CA-2021-001446,2021-09-10,2021-09-16,Same Day,Consumer,Central,Texas,Furniture,Desk,11376.6,10,0.0,-318.08
1133,CA-2021-001446,2023-12-03,2023-12-06,Standard Class,Home Office,East,New Jersey,Technology,Laptop,751.4,9,0.3,89.91
1134,CA-2021-001446,2021-11-11,2021-11-12,Same Day,Home Office,South,North Carolina,Furniture,Sofa,6361.56,6,0.0,213.28
1135,CA-2022-001447,2022-08-20,2022-08-22,Same Day,Consumer,West,Nevada,Technology,USB Hub,915.32,9,0.15,112.02
1136,CA-2022-001447,2022-07-28,2022-08-04,Standard Class,Home Office,South,Tennessee,Technology,Laptop,3472.76,5,0.15,610.84
1137,CA-2022-001447,2022-05-13,2022-05-18,Same Day,Consumer,Central,Ohio,Furniture,Office Chair,2098.88,8,0.2,279.09
1138,CA-2022-001448,2021-03-28,2021-04-02,Same Day,Corporate,South,Alabama,Office Supplies,Folders,72.48,2,0.0,23.94
1139,CA-2023-001449,2023-03-18,2023-03-24,Same Day,Home Office,East,New Jersey,Office Supplies,Tape,15.5,1,0.3,6.83
1140,CA-2021-001450,2021-02-19,2021-02-25,Second Class,Consumer,South,Tennessee,Office Supplies,Pens,37.1,6,0.2,15.61
1141,CA-2022-001451,2022-07-21,2022-07-25,Second Class,Corporate,Central,Ohio,Office Supplies,Stapler,18.74,1,0.1,7.64
1142,CA-2022-001451,2023-04-02,2023-04-09,First Class,Home Office,East,Pennsylvania,Office Supplies,Folders,283.8,6,0.0,124.27
1143,CA-2022-001451,2022-10-11,2022-10-18,Second Class,Home Office,West,Washington,Technology,USB Hub,590.65,5,0.0,142.84
1144,CA-2022-001451,2022-02-19,2022-02-22,Same Day,Consumer,Central,Indiana,Technology,Keyboard,1876.11,8,0.3,597.98
1145,CA-2023-001452,2023-11-03,2023-11-09,First Class,Consumer,East,New Jersey,Furniture,Office Chair,3705.75,9,0.0,145.6
1146,CA-2023-001452,2022-06-24,2022-06-26,Same Day,Home Office,West,Oregon,Furniture,Office Chair,3248.5,6,0.2,-173.6
1147,CA-2022-001453,2022-04-06,2022-04-10,First Class,Consumer,West,Washington,Office Supplies,Folders,16.26,1,0.0,5.97
1148,CA-2022-001453,2022-05-18,2022-05-20,Second Class,Home Office,Central,Texas,Technology,Printer,4511.89,8,0.05,422.37
1149,CA-2022-001453,2023-04-29,2023-05-04,Same Day,Corporate,Central,Illinois,Furniture,Sofa,10244.44,9,0.05,453.96
1150,CA-2022-001453,2022-06-24,2022-06-28,First Class,Corporate,South,Alabama,Technology,Keyboard,1978.64,6,0.05,288.97
1151,CA-2023-001454,2021-07-17,2021-07-24,Second Class,Consumer,West,Oregon,Technology,Keyboard,4943.97,9,0.15,402.65
1152,CA-2023-001454,2023-08-11,2023-08-14,Second Class,Home Office,East,New Jersey,Office Supplies,Tape,353.64,10,0.3,122.9
1153,CA-2023-001454,2023-07-08,2023-07-13,Standard Class,Consumer,South,Alabama,Technology,Laptop,566.57,1,0.3,175.79
1154,CA-2023-001455,2021-02-26,2021-03-04,First Class,Home Office,West,Washington,Furniture,Desk,6297.1,10,0.0,1543.87
1155,CA-2023-001455,2022-11-08,2022-11-10,First Class,Home Office,East,Massachusetts,Technology,USB Hub,5796.96,10,0.2,540.68
1156,CA-2022-001456,2021-05-26,2021-05-31,Standard Class,Home Office,West,Arizona,Furniture,Desk,1346.68,2,0.0,210.61
1157,CA-2022-001456,2021-09-02,2021-09-05,Same Day,Consumer,East,Virginia,Furniture,Bookcase,296.74,2,0.2,29.94
1158,CA-2022-001456,2022-12-05,2022-12-07,Second Class,Corporate,South,Tennessee,Technology,Keyboard,601.48,2,0.0,157.7
1159,CA-2022-001457,2022-04-10,2022-04-13,Second Class,Corporate,South,Florida,Furniture,Desk,920.98,2,0.0,76.77
1160,CA-2022-001457,2021-07-15,2021-07-17,First Class,Consumer,West,Arizona,Furniture,Sofa,1159.23,1,0.0,-114.03
1161,CA-2022-001457,2021-05-23,2021-05-25,First Class,Home Office,South,North Carolina,Furniture,Sofa,2220.01,4,0.3,-80.75
1162,CA-2022-001458,2021-12-29,2022-01-02,First Class,Home Office,Central,Texas,Office Supplies,Notebooks,66.0,3,0.3,7.4
1163,CA-2022-001458,2022-12-16,2022-12-22,Standard Class,Corporate,West,Arizona,Furniture,Desk,2222.76,3,0.0,478.07
1164,CA-2021-001459,2023-03-08,2023-03-15,Same Day,Corporate,East,Virginia,Furniture,Sofa,9098.32,8,0.0,167.59
1165,CA-2021-001459,2021-03-27,2021-03-30,Same Day,Consumer,Central,Illinois,Furniture,Filing Cabinet,774.62,1,0.3,142.39
1166,CA-2021-001459,2022-02-16,2022-02-19,Same Day,Home Office,West,Arizona,Furniture,Desk,1320.86,6,0.05,3.35
1167,CA-2021-001459,2021-02-18,2021-02-22,Same Day,Consumer,South,Tennessee,Technology,Monitor,433.61,2,0.3,100.99
1168,CA-2022-001460,2022-01-21,2022-01-22,Standard Class,Consumer,South,North Carolina,Office Supplies,Tape,268.7,5,0.0,95.76
